nome_mun,ibge,faixa_de_porte_populacional_segundo_o_ibge_2022,indice_de_vulnerabilidade_social,ano,desp_final,estimado,tx_mort,tx_inter,inv_tx_mort,inv_tx_inter,tx_sobrev_mort,tx_sobrev_inter,ef_bcc,ef_ccr,ef_scale,v_desp_por_hab,v_tx_mort,v_tx_inter,uf,peer1,mun_ref,peer2,peer3,categorizacao_mort,categorizacao_inter,categorizacao_desp,ef_bcc_corrigido
Alegre,320020,2-Acima de 20mil até 50mil hab.,4,2022,119073.31020142714,não,517.8934515578275,905.2896493650328,0.00193089910094825,0.00110461883740899,192.0899100948259,109.46188374089958,0.499,0.183,0.367,75409.17442087187,258.7,673.5,ES,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5353892666666666
Alegrete,430040,3-Acima de 50mil até 100mil hab.,4,2022,68995.92131234145,não,481.4258953341924,957.0080084272809,0.00207716288153928,0.001044923335222,206.71628815392825,103.4923335222002,0.537,0.34,0.633,25331.785531808968,222.2,725.3,RS,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5579223666666677
Alegrete do Piauí,220027,1-Até 20mil hab.,2,2022,64126.73888761522,sim,377.7367583778464,540.1247189655013,0.00264734627441184,0.00185142424496937,263.7346274411848,184.14242449693768,0.685,0.467,0.682,20462.603107059953,118.5,308.4,PI,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7175142666666674
Alegria,430045,1-Até 20mil hab.,4,2022,145119.47972222223,não,259.2279778913868,477.88820158454195,0.00385760830344858,0.00209253962890124,384.76083034485856,208.2539628901243,1,0.301,0.301,101455.34394168748,0,246.1,RS,430155,GO-Abadia de Goiás (100%),NA,NA,5% menores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.9739813666666666
Alenquer,150040,3-Acima de 50mil até 100mil hab.,1,2022,81077.51416352644,não,363.33338265708613,1573.40645842796,0.00275229320434835,6.355636807282027e-4,274.22932043483587,62.55636807282027,0.713,0.384,0.539,37413.37838298566,104.1,1341.7,PA,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7071434000000003
Alexandria,240050,1-Até 20mil hab.,2,2022,50455.02716666667,não,366.1671864396822,1929.06486999818,0.00273099293719681,5.183858850744316e-4,272.0992937196811,50.83858850744316,0.707,0.612,0.866,6790.891386128717,106.9,1697.3,RN,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,5% maiores,Entre 5% menores e 5% maiores,0.6630366999999989
Alexânia,520030,2-Acima de 20mil até 50mil hab.,3,2022,43664.135780537334,não,547.2245751576352,764.8204866784463,0.00182740331007966,0.00130749635688097,181.74033100796632,129.74963568809713,0.472,0.472,1,0,288,533.1,GO,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,5% menores,0.4886605000000001
Alfenas,310160,3-Acima de 50mil até 100mil hab.,4,2022,43664.135780537334,não,419.5130907284259,593.2718439025748,0.00238371584129505,0.00168556794035925,237.37158412950583,167.5567940359254,0.617,0.617,1,0,160.3,361.5,MG,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,5% menores,0.6144842999999995
Alfredo Chaves,320030,1-Até 20mil hab.,4,2022,71918.61839944596,não,345.3415833762536,405.66580043791976,0.00289568371762079,0.00246508332455063,288.568371762079,245.5083324550631,0.75,0.455,0.607,28254.48261889068,86.1,173.9,ES,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7275901333333336
Alfredo Marcondes,350080,1-Até 20mil hab.,4,2022,129676.445625,não,299.8379681941798,882.9237426221252,0.00333513465963851,0.00113260064457002,332.5134659638516,112.26006445700274,0.864,0.291,0.337,86012.30984444474,40.6,651.2,SP,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7659643333333324
Alfredo Vasconcelos,310163,1-Até 20mil hab.,4,2022,90904.14027777778,não,517.345035183762,333.05140298334743,0.0019329459683416,0.00300253952105405,192.2945968341608,299.2539521054052,0.695,0.334,0.481,47240.00449720272,258.1,101.3,MG,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6768394666666654
Alfredo Wagner,420070,1-Até 20mil hab.,3,2022,63536.39392857143,não,352.7806526018343,782.5711272948452,0.00283462256964712,0.00127783911918237,282.46225696471214,126.7839119182371,0.734,0.505,0.688,19872.258148038087,93.6,550.8,SC,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7099842999999995
Algodão de Jandaíra,250057,1-Até 20mil hab.,2,2022,59789.410692737554,sim,259.2279778913868,285.09223977461517,0.00385760830344858,0.00350763668906094,384.76083034485856,349.76366890609444,1,0.73,0.73,16125.274912202793,0,53.3,PB,430155,GO-Abadia de Goiás (100%),NA,NA,5% menores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.9428871000000008
Alhandra,250060,2-Acima de 20mil até 50mil hab.,2,2022,59685.738047138504,sim,589.4191021561136,375.9159351142349,0.00169658566602603,0.00266016922027026,168.6585666026039,265.01692202702606,0.616,0.45,0.731,16021.60226655073,330.2,144.2,PB,430155,GO-Abadia de Goiás (100%),NA,NA,5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5831722000000005
Aliança,260070,2-Acima de 20mil até 50mil hab.,1,2022,51724.95348134703,não,565.5147556515541,543.2333677718791,0.00176830045548123,0.00184082948383968,175.83004554812308,183.08294838396813,0.457,0.386,0.845,8060.8177008071825,306.3,311.5,PE,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.48787009999999864
Aliança do Tocantins,170035,1-Até 20mil hab.,3,2022,103798.53893604268,não,589.4191021561136,421.82139690026264,0.00169658566602603,0.00237067158600407,168.6585666026039,236.06715860040748,0.548,0.231,0.422,60134.40315546536,330.2,190.1,TO,430155,GO-Abadia de Goiás (100%),NA,NA,5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5474539000000005
Almadina,290090,1-Até 20mil hab.,2,2022,73586.27397955819,não,589.4191021561136,288.88135468691615,0.00169658566602603,0.00346162874057337,168.6585666026039,345.1628740573375,0.802,0.476,0.594,29922.138200036883,330.2,57.1,BA,430155,GO-Abadia de Goiás (100%),NA,NA,5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7057497333333344
Almas,170040,1-Até 20mil hab.,2,2022,60181.008472222224,não,589.4191021561136,492.4326478275417,0.00169658566602603,0.00203073456727876,168.6585666026039,202.07345672787665,0.469,0.341,0.727,16516.8726925417,330.2,260.7,TO,430155,GO-Abadia de Goiás (100%),NA,NA,5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.530813466666666
Almeirim,150050,2-Acima de 20mil até 50mil hab.,1,2022,55369.30956486167,não,391.96976784593346,1485.3398454647024,0.00255121716528162,6.732465994589545e-4,254.12171652816275,66.32465994589546,0.66,0.521,0.789,11705.173784306402,132.7,1253.6,PA,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6474785666666669
Almenara,310170,2-Acima de 20mil até 50mil hab.,2,2022,43664.135780537334,sim,440.9758472006419,1672.7182033085933,0.002267697893996,5.97829328348329e-4,225.76978939960057,58.7829328348329,0.587,0.587,1,0,181.7,1441,MG,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,5% menores,0.5990773333333326
Almino Afonso,240060,1-Até 20mil hab.,3,2022,111910.6372802459,sim,269.78154529703016,231.75208618438188,0.00370670276537632,0.0043149557635671,369.6702765376325,430.4955763567109,1,0.39,0.39,68246.50149967664,10.6,0,RN,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,5% menores,Entre 5% menores e 5% maiores,0.9048229999999993
Almirante Tamandaré,410040,4-Acima de 100mil hab.,3,2022,78086.70687581396,sim,540.8573318419458,726.9447855922134,0.00184891641681993,0.00137562029444277,183.89164168199332,136.5620294442774,0.478,0.267,0.559,34422.57109527931,281.6,495.2,PR,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5105840666666674
Almirante Tamandaré do Sul,430047,1-Até 20mil hab.,5,2022,165440.67377216814,não,259.2279778913868,774.1807268606307,0.00385760830344858,0.00129168805849131,384.76083034485856,128.1688058491311,1,0.264,0.264,121776.5379916334,0,542.4,RS,430155,GO-Abadia de Goiás (100%),NA,NA,5% menores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.9059622666666666
Aloândia,520050,1-Até 20mil hab.,4,2022,50825.653868646485,não,315.13175295080885,231.75208618438188,0.00317327590963547,0.0043149557635671,316.3275909635476,430.4955763567109,1,0.859,0.859,7161.518088077224,55.9,0,GO,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,5% menores,Entre 5% menores e 5% maiores,0.9451323333333331
Alpercata,310180,1-Até 20mil hab.,3,2022,54729.46192000533,não,579.3768952959499,429.652899185865,0.0017259921963046,0.00232746014723714,171.59921963046054,231.7460147237146,0.538,0.429,0.797,11065.326139444149,320.1,197.9,MG,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5642179
Alpestre,430050,1-Até 20mil hab.,4,2022,108744.28646551725,não,319.45880383703746,1555.93700412822,0.00313029407231525,6.426995420423802e-4,312.0294072315254,63.26995420423802,0.811,0.326,0.402,65080.150684962,60.2,1324.2,RS,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7918959666666656
Alpinópolis,310190,1-Até 20mil hab.,4,2022,43664.135780537334,não,464.5652279092501,1356.1038615304185,0.0021525502554301,7.37406645882904e-4,214.25502554301025,72.7406645882904,0.557,0.557,1,0,205.3,1124.4,MG,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,5% menores,0.5554416999999994
Alta Floresta,510025,3-Acima de 50mil até 100mil hab.,4,2022,73358.59005320254,não,492.7642909011437,319.37437976590104,0.00202936783055291,0.00313112154059756,201.9367830552916,312.11215405975656,0.725,0.432,0.596,29694.45427262047,233.5,87.6,MT,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6417861333333337
Alta Floresta D'Oeste,110001,2-Acima de 20mil até 50mil hab.,3,2022,43887.24719696969,não,514.167288987139,1929.06486999818,0.00194489229754367,5.183858850744316e-4,193.4892297543676,50.83858850744316,0.503,0.5,0.994,223.1114164144153,254.9,1697.3,RO,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,5% maiores,Entre 5% menores e 5% maiores,0.5177548999999994
Altair,350090,1-Até 20mil hab.,4,2022,141844.0920235339,sim,511.3860377536801,519.081220700446,0.00195546989196774,0.00192648078975117,194.54698919677412,191.64807897511764,0.506,0.156,0.308,98179.95624297865,252.2,287.3,SP,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5205943666666669
Altamira,150060,4-Acima de 100mil hab.,2,2022,48329.58902974784,não,540.0923278156245,841.1258977572436,0.00185153528109619,0.00118888266627668,184.1535281096194,117.88826662766824,0.479,0.432,0.902,4665.4532492184335,280.9,609.4,PA,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.49889930000000066
Altamira do Maranhão,210040,1-Até 20mil hab.,1,2022,53365.4040638626,não,374.39419207367985,475.8039446742862,0.00267098160487276,0.00210170598876508,266.0981604872766,209.1705988765088,0.692,0.566,0.818,9701.268283307323,115.2,244.1,MA,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7544485333333332
Altamira do Paraná,410045,1-Até 20mil hab.,3,2022,70286.28066666667,não,511.6752838501419,976.1947801445908,0.00195436447990104,0.0010243857274589,194.43644799010409,101.43857274589024,0.505,0.314,0.622,26622.144886129645,252.4,744.4,PR,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5297256333333328
Altaneira,230060,1-Até 20mil hab.,2,2022,76646.20512195122,não,451.45480830184135,1220.4769121275226,0.00221506113482659,8.193518370264051e-4,220.50611348265957,80.93518370264051,0.573,0.326,0.569,32982.06934139594,192.2,988.7,CE,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5551642000000004
Alterosa,310200,1-Até 20mil hab.,4,2022,43664.135780537334,não,458.9801745140803,1293.9376132125035,0.0021787433434542,7.728347872331074e-4,216.8743343454201,76.28347872331075,0.564,0.564,1,0,199.8,1062.2,MG,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,5% menores,0.5658728666666664
Altinho,260080,2-Acima de 20mil até 50mil hab.,2,2022,43664.135780537334,sim,517.6811871781341,633.9557323615795,0.00193169082587484,0.00157739720449383,192.16908258748447,156.73972044938392,0.499,0.499,1,0,258.5,402.2,PE,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,5% menores,0.5756164999999996
Altinópolis,350100,1-Até 20mil hab.,4,2022,140383.47989247311,não,350.4450287603622,1575.7038948072243,0.00285351458269311,6.346370046399755e-4,284.351458269311,62.463700463997554,0.739,0.23,0.311,96719.34411191786,91.2,1344,SP,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.694321699999999
Alto Alegre,140005,2-Acima de 20mil até 50mil hab.,1,2022,64317.13468484836,não,589.4191021561136,1033.3627933370385,0.00169658566602603,9.677143462565552e-4,168.6585666026039,95.77143462565552,0.438,0.298,0.68,20652.998904303207,330.2,801.6,RR,430155,GO-Abadia de Goiás (100%),NA,NA,5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5369581999999978
Alto Alegre,430055,1-Até 20mil hab.,4,2022,176731.91083333336,não,293.3427355963996,249.31178421165748,0.00340898164042441,0.0040110418493136,339.8981640424416,400.10418493136007,0.929,0.23,0.248,133067.77505342924,34.1,17.6,RS,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.8928936666666645
Alto Alegre,350110,1-Até 20mil hab.,3,2022,86622.52895833334,não,589.4191021561136,742.0018927701035,0.00169658566602603,0.00134770545701267,168.6585666026039,133.7705457012672,0.438,0.221,0.505,42958.39317778816,330.2,510.2,SP,430155,GO-Abadia de Goiás (100%),NA,NA,5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5113083666666648
Alto Alegre do Maranhão,210043,2-Acima de 20mil até 50mil hab.,1,2022,43664.135780537334,não,589.4191021561136,454.6884934224655,0.00169658566602603,0.00219930790962609,168.6585666026039,218.93079096260925,0.509,0.509,1,0,330.2,222.9,MA,430155,GO-Abadia de Goiás (100%),NA,NA,5% maiores,Entre 5% menores e 5% maiores,5% menores,0.5653608666666655
Alto Alegre do Pindaré,210047,2-Acima de 20mil até 50mil hab.,1,2022,50866.34774553916,não,405.8873329932799,1929.06486999818,0.00246373788663307,5.183858850744316e-4,245.37378866330783,50.83858850744316,0.638,0.547,0.857,7202.211964983886,146.7,1697.3,MA,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,5% maiores,Entre 5% menores e 5% maiores,0.6398511999999996
Alto Alegre dos Parecis,110037,1-Até 20mil hab.,2,2022,51838.027291666665,não,425.9134620699588,1929.06486999818,0.00234789479332246,5.183858850744316e-4,233.78947933224617,50.83858850744316,0.608,0.512,0.842,8173.891511111384,166.7,1697.3,RO,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,5% maiores,Entre 5% menores e 5% maiores,0.6080433999999997
Alto Araguaia,510030,1-Até 20mil hab.,4,2022,61843.154571428575,não,315.47047711976194,474.5864062721338,0.00316986872790752,0.00210709785780629,315.9868727907526,209.7097857806293,0.821,0.58,0.706,18179.01879088028,56.2,242.8,MT,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7511688666666678
Alto Bela Vista,420075,1-Até 20mil hab.,3,2022,105204.36490853854,sim,299.20652839326874,231.75208618438188,0.00334217306477226,0.0043149557635671,333.21730647722626,430.4955763567109,1,0.415,0.415,61540.22912796928,40,0,SC,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,5% menores,Entre 5% menores e 5% maiores,0.9051845666666666
Alto Boa Vista,510035,1-Até 20mil hab.,3,2022,119141.78051988216,não,465.48012627734914,366.26207086829544,0.00214831943094422,0.00273028544186763,213.83194309442231,272.0285441867638,0.632,0.232,0.367,75477.644739316,206.3,134.5,MT,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.7021606000000006
Alto Caparaó,310205,1-Até 20mil hab.,4,2022,59667.654186103704,não,429.72765211238715,940.8043104012462,0.00232705527578771,0.00106292030015626,231.7055275787719,105.29203001562644,0.602,0.441,0.733,16003.518405548428,170.5,709.1,MG,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.5556910666666663
Alto Feliz,430057,1-Até 20mil hab.,5,2022,148401.2902777778,não,259.2589414677338,325.44724639918104,0.00385714758510828,0.00307269461046058,384.71475851082863,306.269461046058,1,0.294,0.294,104737.1544972337,0,93.7,RS,430155,GO-Abadia de Goiás (100%),NA,NA,5% menores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.9653987
Alto Garças,510040,1-Até 20mil hab.,4,2022,66278.05500000001,não,384.5334721558585,235.8827122454974,0.00260055384618034,0.00423939503866328,259.0553846180344,422.9395038663281,0.982,0.647,0.659,22613.91921941934,125.3,4.1,MT,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.8273162333333349
Alto Horizonte,520055,1-Até 20mil hab.,5,2022,109006.91970919422,sim,401.7589708904085,407.2734186227556,0.00248905456369455,0.00245535297486789,247.90545636945572,244.53529748678935,0.644,0.258,0.401,65342.78392863896,142.5,175.5,GO,430155,GO-Abadia de Goiás (100%),NA,NA,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,Entre 5% menores e 5% maiores,0.6367912333333345
